"SOM","DistinguishedName","BlockInheritance","LinkEnabled","Enforced","Precedence","DisplayName","GPOStatus","WMIFilter","GUID","PolicyDN"
"____________________Prod","OU=Prod,OU=BMC Remedy,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Stage","OU=Stage,OU=BMC Remedy,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Test","OU=Test,OU=BMC Remedy,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________SSO","OU=SSO,OU=IDM Test,OU=Location TEST,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_________________________Users","OU=Users,OU=SSO,OU=IDM Test,OU=Location TEST,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________SMIUK","OU=SMIUK,OU=Distribution Groups,OU=Exchange,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________GBAU","OU=GBAU,OU=Distribution Groups,OU=Exchange,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________SMI","OU=SMI,OU=Distribution Groups,OU=Exchange,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________GBAU","OU=GBAU,OU=Groups,OU=TFS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________Users","OU=Users,OU=Identity Management,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________GPS","OU=GPS,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Test","OU=Test,OU=GPS,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Stage","OU=Stage,OU=GPS,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Prod","OU=Prod,OU=GPS,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________BSD","OU=BSD,OU=Groups,OU=TFS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________GBS","OU=GBS,OU=Groups,OU=TFS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________HP Critical Watch","OU=HP Critical Watch,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Prod","OU=Prod,OU=HP Critical Watch,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Stage","OU=Stage,OU=HP Critical Watch,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Test","OU=Test,OU=HP Critical Watch,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________TelecomExpMgmt","OU=TelecomExpMgmt,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"__________Test","OU=Test,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","True","True","False","1","Corp Windows 7 Policies","AllSettingsEnabled","Win 7 Workstations","{eeba94fc-180e-47f9-a63f-b709ca66417d}","cn={EEBA94FC-180E-47F9-A63F-B709CA66417D},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Test","OU=Test,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","True","True","False","2","GTS Windows 7 Laptop Policies","UserSettingsDisabled","Win 7 Laptops","{08dbefea-da41-49b4-8f16-34128154b7fe}","cn={08DBEFEA-DA41-49B4-8F16-34128154B7FE},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Test","OU=Test,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","True","True","False","3","GTS Windows 7 Policies","UserSettingsDisabled","Win 7 Workstations","{6a451bf3-d878-402a-82d1-4a2f2cab5df6}","cn={6A451BF3-D878-402A-82D1-4A2F2CAB5DF6},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Test","OU=Test,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","True","True","False","4","Itasca Windows 7 Point & Print","UserSettingsDisabled","Win 7 Workstations","{7c7c8067-b661-4156-ba08-30ff35f78c71}","cn={7C7C8067-B661-4156-BA08-30FF35F78C71},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Test","OU=Test,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","True","True","False","5","Itasca Windows XP Point & Print","ComputerSettingsDisabled","Win XP Workstations","{b4399b86-2e46-4573-b422-672790bfdb43}","cn={B4399B86-2E46-4573-B422-672790BFDB43},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Test","OU=Test,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","True","True","False","6","AJG Corp Domain Policy","UserSettingsDisabled",,"{4f4172e4-dc88-4f9d-82f7-694f8a9e80a3}","cn={4F4172E4-DC88-4F9D-82F7-694F8A9E80A3},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Test","OU=Test,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","True","True","False","7","AJG Disable Auto Update Workstations","UserSettingsDisabled",,"{03788fc7-a16f-467d-a903-ea4b44d7f2c4}","cn={03788FC7-A16F-467D-A903-EA4B44D7F2C4},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Test","OU=Test,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","True","True","False","8","AJG Outlook Today Policy","AllSettingsEnabled",,"{b4beb3ff-fd94-4417-94e3-87132320536a}","cn={B4BEB3FF-FD94-4417-94E3-87132320536A},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Test","OU=Test,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","True","True","False","9","AJG Screensaver Policy","ComputerSettingsDisabled","Win XP Workstations","{979d4ce8-9455-4ce2-96eb-83a326871d27}","cn={979D4CE8-9455-4CE2-96EB-83A326871D27},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Test","OU=Test,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","True","True","False","10","AJG Screensaver Policy - Windows 7","ComputerSettingsDisabled","Win 7 Workstations","{1d6a39cd-2042-4b52-980d-9619c753f589}","cn={1D6A39CD-2042-4B52-980D-9619C753F589},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Test","OU=Test,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","True","True","False","11","AJG Workstation Firewall Policy","UserSettingsDisabled",,"{fa7d2af0-de5e-45ae-bd31-01a44e82afd6}","cn={FA7D2AF0-DE5E-45AE-BD31-01A44E82AFD6},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Test","OU=Test,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","True","False","False","12","AJG Workstation SW Distribution Policy ","AllSettingsDisabled","Workstations Only","{5c84194b-2661-4f9a-a314-fdafef67268a}","cn={5C84194B-2661-4F9A-A314-FDAFEF67268A},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Test","OU=Test,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","True","True","False","13","Default Domain Policy","AllSettingsDisabled",,"{31b2f340-016d-11d2-945f-00c04fb984f9}","cn={31B2F340-016D-11D2-945F-00C04FB984F9},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Test","OU=Test,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","True","True","False","14",,,,"{}","cn={DA9628EA-85F9-44F8-8CF8-11A675C38A73},cn=policies,cn=system,DC=ajgco,DC=com"
"__________Test","OU=Test,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","True","True","False","15","AJG Corp IE Policy - TEST","ComputerSettingsDisabled",,"{d9fbcf99-432b-436e-8468-e2261a5982c9}","cn={D9FBCF99-432B-436E-8468-E2261A5982C9},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Test","OU=Test,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","True","True","False","16","AJG Certificate Deployment Policy","UserSettingsDisabled",,"{d3557dfa-72fe-464e-b88b-29b4c0738cf5}","cn={D3557DFA-72FE-464E-B88B-29B4C0738CF5},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Test","OU=Test,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","True","True","False","17","AJG Corp IE11 Policy","AllSettingsEnabled","IE11 Only","{6f00de4b-36d5-4eea-8f02-8dacd0f13e73}","cn={6F00DE4B-36D5-4EEA-8F02-8DACD0F13E73},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Test","OU=Test,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","True","True","False","18","Windows 802.11 Wireless PEAP Authentication","UserSettingsDisabled",,"{6c66e97f-1ec3-4cd2-83fd-f197fc9ee025}","cn={6C66E97F-1EC3-4CD2-83FD-F197FC9EE025},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"__________Test","OU=Test,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","True","True","False","19","Windows 802.1x PEAP Authentication","UserSettingsDisabled",,"{6749dd3e-f301-48bb-af1f-e84eb909bb15}","cn={6749DD3E-F301-48BB-AF1F-E84EB909BB15},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"_______________Users","OU=Users,OU=Test,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False","True","False","1","ITA-CIS Logon Script Test","ComputerSettingsDisabled",,"{d2106e71-daa0-4f60-b4b6-63eeede3b053}","cn={D2106E71-DAA0-4F60-B4B6-63EEEDE3B053},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"_______________Users","OU=Users,OU=Test,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False","True","False","2","Default Language","AllSettingsEnabled",,"{78c2684a-8046-4547-900e-acfe3a75dec5}","cn={78C2684A-8046-4547-900E-ACFE3A75DEC5},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"_______________EFT","OU=EFT,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Prod","OU=Prod,OU=EFT,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Stage","OU=Stage,OU=EFT,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Test","OU=Test,OU=EFT,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Dev","OU=Dev,OU=General,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Groups","OU=Groups,OU=CIS,OU=Location TEST,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________SQL","OU=SQL,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Prod","OU=Prod,OU=SQL,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Stage","OU=Stage,OU=SQL,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Test","OU=Test,OU=SQL,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"__________Legal Hold","OU=Legal Hold,OU=Disabled Users,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________Test","OU=Test,OU=Citrix,OU=MEMBER SERVERS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________Users","OU=Users,OU=Citrix,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Admins","OU=Admins,OU=Users,OU=Citrix,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","True",,,,,,,,
"_______________RAUL","OU=RAUL,OU=Location TEST,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","True",,,,,,,,
"____________________GBS","OU=GBS,OU=Groups,OU=Gallagher One,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"__________Splunk","OU=Splunk,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________Groups","OU=Groups,OU=Splunk,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"__________Backup Servers","OU=Backup Servers,OU=MEMBER SERVERS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Dev","OU=Dev,OU=Cognos,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________Pay As You Go","OU=Pay As You Go,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Prod","OU=Prod,OU=Pay As You Go,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Stage","OU=Stage,OU=Pay As You Go,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Test","OU=Test,OU=Pay As You Go,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Dev","OU=Dev,OU=Pay As You Go,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Singapore","OU=Singapore,OU=Contacts,OU=Exchange,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Stage","OU=Stage,OU=BMC ADDM,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Test","OU=Test,OU=BMC ADDM,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________IBAU","OU=IBAU,OU=Mail In Databases,OU=Exchange,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Computers","OU=Computers,OU=CIS,OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"__________Cyber-Ark","OU=Cyber-Ark,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________Groups","OU=Groups,OU=Cyber-Ark,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Admins","OU=Admins,OU=Groups,OU=Cyber-Ark,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________PublicWebServices","OU=PublicWebServices,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Prod","OU=Prod,OU=PublicWebServices,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Test","OU=Test,OU=PublicWebServices,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Stage","OU=Stage,OU=PublicWebServices,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Dev","OU=Dev,OU=PublicWebServices,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________GTS","OU=GTS,OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"__________Altiris","OU=Altiris,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________Groups","OU=Groups,OU=Altiris,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________Users","OU=Users,OU=Altiris,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Admins","OU=Admins,OU=Users,OU=Altiris,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________IAP","OU=IAP,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________Altiris","OU=Altiris,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________ArcSolutions","OU=ArcSolutions,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________External Vendors","OU=External Vendors,OU=Contacts,OU=Exchange,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________SCOM","OU=SCOM,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Prod","OU=Prod,OU=SCOM,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Stage","OU=Stage,OU=SCOM,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Test","OU=Test,OU=SCOM,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"__________MiddleWare","OU=MiddleWare,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________Users","OU=Users,OU=MiddleWare,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________Groups","OU=Groups,OU=MiddleWare,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"__________DLP","OU=DLP,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________Groups","OU=Groups,OU=DLP,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________Users","OU=Users,OU=SCCM,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________General x64","OU=General x64,OU=Prod,OU=Citrix,OU=MEMBER SERVERS,DC=corp,DC=ajgco,DC=com","False","True","False","1",,,,"{}","cn={6A7AFB58-A742-4471-B56B-63EE5EEE8467},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"____________________General x64","OU=General x64,OU=Prod,OU=Citrix,OU=MEMBER SERVERS,DC=corp,DC=ajgco,DC=com","False","True","False","2","AJG RDS License Server","UserSettingsDisabled",,"{009c7185-5cd4-4895-a1c4-c061a06a6bf2}","cn={009C7185-5CD4-4895-A1C4-C061A06A6BF2},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"_______________Middleware","OU=Middleware,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Prod","OU=Prod,OU=Middleware,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Stage","OU=Stage,OU=Middleware,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Test","OU=Test,OU=Middleware,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Dev","OU=Dev,OU=Middleware,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Dev","OU=Dev,OU=ART,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________Franklin Call Center","OU=Franklin Call Center,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Prod","OU=Prod,OU=Franklin Call Center,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Test","OU=Test,OU=Franklin Call Center,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Stage","OU=Stage,OU=Franklin Call Center,OU=SERVICE ACCOUNTS,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"_______________Users","OU=Users,OU=Cyber-Ark,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Admins","OU=Admins,OU=Users,OU=Cyber-Ark,OU=APPLICATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________NewComputers","OU=NewComputers,OU=Corporate,OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False","True","False","1",,,,"{}","cn={FB6AA3D5-DB75-4021-ACFD-952D831ABCE0},cn=policies,cn=system,DC=ajgco,DC=com"
"_________________________Laptops","OU=Laptops,OU=NewComputers,OU=Corporate,OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________XD64","OU=XD64,OU=Test,OU=Citrix,OU=MEMBER SERVERS,DC=corp,DC=ajgco,DC=com","True","True","False","1","Citrix XD Machine Account Password Policy","UserSettingsDisabled",,"{e3acc64d-2cbc-4ccc-9bc4-30fd87b31c06}","cn={E3ACC64D-2CBC-4CCC-9BC4-30FD87B31C06},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"____________________XD64","OU=XD64,OU=Test,OU=Citrix,OU=MEMBER SERVERS,DC=corp,DC=ajgco,DC=com","True","True","False","2","PNAgent URL SSO","AllSettingsEnabled",,"{2a959bf5-1fde-45ef-887a-e45bdd12d94f}","cn={2A959BF5-1FDE-45EF-887A-E45BDD12D94F},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"____________________XD64","OU=XD64,OU=Test,OU=Citrix,OU=MEMBER SERVERS,DC=corp,DC=ajgco,DC=com","True","True","False","3","Citrix Homedir Preferences","AllSettingsEnabled",,"{ead98dd0-83f3-4f0d-a2c7-eaf95def5ad2}","cn={EAD98DD0-83F3-4F0D-A2C7-EAF95DEF5AD2},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"____________________XD64","OU=XD64,OU=Test,OU=Citrix,OU=MEMBER SERVERS,DC=corp,DC=ajgco,DC=com","True","True","False","4","Citrix XD Enable Remote Assistance","UserSettingsDisabled",,"{c1d38e5d-00b2-4e70-bc39-328583bd9af8}","cn={C1D38E5D-00B2-4E70-BC39-328583BD9AF8},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"____________________XD64","OU=XD64,OU=Test,OU=Citrix,OU=MEMBER SERVERS,DC=corp,DC=ajgco,DC=com","True","True","False","5","Citrix XD DDC List","AllSettingsEnabled",,"{3f9c777d-be57-4c2c-8c82-c5637de4c695}","cn={3F9C777D-BE57-4C2C-8C82-C5637DE4C695},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"____________________XD64","OU=XD64,OU=Test,OU=Citrix,OU=MEMBER SERVERS,DC=corp,DC=ajgco,DC=com","True","True","False","6","Citrix XD Folder Redirection - CORP","ComputerSettingsDisabled",,"{37a6ed0a-2161-49f6-a990-102e65d00f82}","cn={37A6ED0A-2161-49F6-A990-102E65D00F82},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"____________________XD64","OU=XD64,OU=Test,OU=Citrix,OU=MEMBER SERVERS,DC=corp,DC=ajgco,DC=com","True","True","False","7","Citrix XD Folder Redirection - GB","ComputerSettingsDisabled",,"{e84348e9-269c-4c43-b2a8-fcc1bad0619a}","cn={E84348E9-269C-4C43-B2A8-FCC1BAD0619A},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"____________________Computers","OU=Computers,OU=GTS,OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________Groups","OU=Groups,OU=GTS,OU=Itasca,OU=LOCATIONS,DC=corp,DC=ajgco,DC=com","False",,,,,,,,
"____________________XD32","OU=XD32,OU=Test,OU=Citrix,OU=MEMBER SERVERS,DC=corp,DC=ajgco,DC=com","True","True","False","1","Citrix XD Machine Account Password Policy","UserSettingsDisabled",,"{e3acc64d-2cbc-4ccc-9bc4-30fd87b31c06}","cn={E3ACC64D-2CBC-4CCC-9BC4-30FD87B31C06},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"____________________XD32","OU=XD32,OU=Test,OU=Citrix,OU=MEMBER SERVERS,DC=corp,DC=ajgco,DC=com","True","True","False","2","PNAgent URL SSO","AllSettingsEnabled",,"{2a959bf5-1fde-45ef-887a-e45bdd12d94f}","cn={2A959BF5-1FDE-45EF-887A-E45BDD12D94F},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"____________________XD32","OU=XD32,OU=Test,OU=Citrix,OU=MEMBER SERVERS,DC=corp,DC=ajgco,DC=com","True","True","False","3","Citrix Homedir Preferences","AllSettingsEnabled",,"{ead98dd0-83f3-4f0d-a2c7-eaf95def5ad2}","cn={EAD98DD0-83F3-4F0D-A2C7-EAF95DEF5AD2},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"____________________XD32","OU=XD32,OU=Test,OU=Citrix,OU=MEMBER SERVERS,DC=corp,DC=ajgco,DC=com","True","True","False","4","Citrix XD Enable Remote Assistance","UserSettingsDisabled",,"{c1d38e5d-00b2-4e70-bc39-328583bd9af8}","cn={C1D38E5D-00B2-4E70-BC39-328583BD9AF8},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"____________________XD32","OU=XD32,OU=Test,OU=Citrix,OU=MEMBER SERVERS,DC=corp,DC=ajgco,DC=com","True","True","False","5","Citrix XD DDC List","AllSettingsEnabled",,"{3f9c777d-be57-4c2c-8c82-c5637de4c695}","cn={3F9C777D-BE57-4C2C-8C82-C5637DE4C695},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"____________________XD32","OU=XD32,OU=Test,OU=Citrix,OU=MEMBER SERVERS,DC=corp,DC=ajgco,DC=com","True","True","False","6","Citrix XD Folder Redirection - CORP","ComputerSettingsDisabled",,"{37a6ed0a-2161-49f6-a990-102e65d00f82}","cn={37A6ED0A-2161-49F6-A990-102E65D00F82},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"____________________XD32","OU=XD32,OU=Test,OU=Citrix,OU=MEMBER SERVERS,DC=corp,DC=ajgco,DC=com","True","True","False","7","Citrix XD Folder Redirection - GB","ComputerSettingsDisabled",,"{e84348e9-269c-4c43-b2a8-fcc1bad0619a}","cn={E84348E9-269C-4C43-B2A8-FCC1BAD0619A},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
"_________________________GB","OU=GB,OU=XD32,OU=Test,OU=Citrix,OU=MEMBER SERVERS,DC=corp,DC=ajgco,DC=com","False","True","False","1","Citrix GBXD Win7","AllSettingsEnabled","Win 7 Workstations","{e7077870-dd01-4902-a238-8196705155e6}","cn={E7077870-DD01-4902-A238-8196705155E6},cn=policies,cn=system,DC=corp,DC=ajgco,DC=com"
